base_image,watermark_image,output,flag,username,timestamp
C:\SD\vscode\flagged\base_image\d38c84f9f5d1adbc19f86ce14f9fde7dd3bee7de\tmppyw8a_mq.jpg,C:\SD\vscode\flagged\watermark_image\8fbe7a12cf2bda1b0b4cf5e3790dc1368a129a09\tmpnnqpqaar.png,,,,2023-10-08 20:11:16.970682
C:\SD\vscode\flagged\Input Image\923d4ce4dec73b25b71ca571b5991184c595446e\386546563_7054154561295725_3388422776916083191_n.jpg,C:\SD\vscode\flagged\Watermark Image\09d9963911fab47e222d868028a95cedab51e2cb\watermark.png,0,,,,2023-10-08 20:19:22.793112
